id,label,project,refactor,methodOrNull,source class,target class,url
25325,2,micronaut-projects/micronaut-core,"Move Method	public getPath() : String from class io.micronaut.http.client.NettyClientHttpRequest to public getPath() : String from class io.micronaut.http.HttpRequest",getPath,io.micronaut.http.client.NettyClientHttpRequest,io.micronaut.http.HttpRequest,https://github.com/micronaut-projects/micronaut-core/commit/8aedbe09de429640e8902a26bcc51548bb2def53
13974,1,bisq-network/bisq,"Move And Rename Method	private tooManyMessages() : boolean from class io.bitsquare.p2p.network.Connection.SharedModel to public violatesThrottleLimit() : boolean from class io.bitsquare.p2p.network.Connection",tooManyMessages,io.bitsquare.p2p.network.Connection.SharedModel,io.bitsquare.p2p.network.Connection,https///github.com/bisq-network/bisq/commit/186f85c44eddcf2bcb1db61b3c0ba07948635252
867,1,google/guava,"Move And Rename Method	package toBytes(bo ByteOrder, longs long...) : byte[] from class com.google.common.hash.HashTestUtils to private toHashCode(longs long...) : HashCode from class com.google.common.hash.Murmur3Hash128Test",toBytes,com.google.common.hash.HashTestUtils,com.google.common.hash.Murmur3Hash128Test,https://github.com/google/guava/commit/59e0fa707b40686406ea2c9812785391beb13367
507,0,elastic/elasticsearch,"Move Method	public addCustomNameResolver(customNameResolver CustomNameResolver) : void from class org.elasticsearch.common.network.NetworkService to public addCustomNameResolver(customNameResolver NetworkService.CustomNameResolver) : void from class org.elasticsearch.common.network.NetworkModule",addCustomNameResolver,org.elasticsearch.common.network.NetworkService,org.elasticsearch.common.network.NetworkModule,https://github.com/elastic/elasticsearch/commit/2a9d7f68a1dea65b27f662508770e9cf7a68414b
29507,2,reactor/reactor-core,"Move Method	package scenario_bufferWithTimeoutAccumulateOnTimeOrSize() : Flux<List<Integer>> from class reactor.core.publisher.scenarios.FluxSpecTests to package scenario_bufferWithTimeoutAccumulateOnTimeOrSize() : Flux<List<Integer>> from class reactor.core.publisher.FluxBufferTimeOrSizeTest",scenario_bufferWithTimeoutAccumulateOnTimeOrSize,reactor.core.publisher.scenarios.FluxSpecTests,reactor.core.publisher.FluxBufferTimeOrSizeTest,https://github.com/reactor/reactor-core/commit/dd4f9fe947a20f7441c27de2b3ce664611911227
29690,0,bisq-network/bisq,"Move And Rename Method	protected notDisputed() : boolean from class bisq.core.trade.protocol.DisputeProtocol to public isNotDisputed(disputeState DisputeState) : boolean from class bisq.core.trade.Trade.DisputeState",notDisputed,bisq.core.trade.protocol.DisputeProtocol,bisq.core.trade.Trade.DisputeState,https///github.com/bisq-network/bisq/commit/0e89c270212d35265b4b580bfc5c5456a500c107
30574,1,LWJGL/lwjgl3,"Move Method	public nZSTD_CCtx_loadDictionary(cctx long, dict long, dictSize long) : long from class org.lwjgl.util.zstd.ZstdX to public nZSTD_CCtx_loadDictionary(cctx long, dict long, dictSize long) : long from class org.lwjgl.util.zstd.Zstd",nZSTD_CCtx_loadDictionary,org.lwjgl.util.zstd.ZstdX,org.lwjgl.util.zstd.Zstd,https://github.com/LWJGL/lwjgl3/commit/bfb46cc40f746edd17b870015acbd974377372a1
4969,1,apache/hadoop,"Move Method	package getINodesInPath(path String, resolveLink boolean) : INodesInPath from class org.apache.hadoop.hdfs.server.namenode.INodeDirectory to package getINodesInPath(path String, resolveLink boolean) : INodesInPath from class org.apache.hadoop.hdfs.server.namenode.FSDirectory",getINodesInPath,org.apache.hadoop.hdfs.server.namenode.INodeDirectory,org.apache.hadoop.hdfs.server.namenode.FSDirectory,https://github.com/apache/hadoop/commit/0689363343a281a6f7f6f395227668bddc2663eb
8314,0,gocd/gocd,"Move Method	public setPassword(password String) : void from class com.thoughtworks.go.config.materials.perforce.P4Material to public setPassword(password String) : void from class com.thoughtworks.go.config.materials.ScmMaterialConfig",setPassword,com.thoughtworks.go.config.materials.perforce.P4Material,com.thoughtworks.go.config.materials.ScmMaterialConfig,https://github.com/gocd/gocd/commit/120d8813b3e5992758d88b953478f203a772aac8
23589,2,spring-projects/spring-security,"Move Method	public setAlwaysUseDefaultTargetUrl(alwaysUseDefaultTargetUrl boolean) : void from class org.springframework.security.ui.AbstractProcessingFilter to public setAlwaysUseDefaultTargetUrl(alwaysUseDefaultTargetUrl boolean) : void from class org.springframework.security.ui.SavedRequestAwareAuthenticationSuccessHandler",setAlwaysUseDefaultTargetUrl,org.springframework.security.ui.AbstractProcessingFilter,org.springframework.security.ui.SavedRequestAwareAuthenticationSuccessHandler,https://github.com/spring-projects/spring-security/commit/10e4d1fe1a4e16bf73307270cd1398999a855bb3
29007,0,apache/camel,"Move Method	public setUser(user String) : void from class org.apache.camel.component.twitter.TwitterConfiguration to public setUser(user String) : void from class org.apache.camel.component.twitter.TwitterEndpointDirect",setUser,org.apache.camel.component.twitter.TwitterConfiguration,org.apache.camel.component.twitter.TwitterEndpointDirect,https://github.com/apache/camel/commit/e63d01305e3f0bb0225968c4e746a6e40879d6af
18883,2,oracle/graal,"Move And Rename Method	public longBitCount(value long) : int from class com.oracle.graal.replacements.MethodSubstitutionTest to public bitCount(v long) : int from class com.oracle.graal.replacements.nodes.BitCountNode",longBitCount,com.oracle.graal.replacements.MethodSubstitutionTest,com.oracle.graal.replacements.nodes.BitCountNode,https///github.com/oracle/graal/commit/a5b5fa30e028d0e3df5da0bace462189646cd599
23078,0,apache/shardingsphere-elasticjob,"Move Method	protected abstract getDataFlowType() : DataFlowType from class com.dangdang.ddframe.job.api.job.dataflow.AbstractDataFlowElasticJob to protected abstract getDataFlowType() : DataFlowType from class com.dangdang.ddframe.job.api.type.dataflow.AbstractDataFlowElasticJobTest",getDataFlowType,com.dangdang.ddframe.job.api.job.dataflow.AbstractDataFlowElasticJob,com.dangdang.ddframe.job.api.type.dataflow.AbstractDataFlowElasticJobTest,https://github.com/apache/shardingsphere-elasticjob/commit/493f60ded43777312f9f9f2b9855d1ca8dbc18ff
21016,2,androidannotations/androidannotations,"Move And Rename Method	public definedClass(fullyQualifiedClassName String) : JDefinedClass from class org.androidannotations.holder.BaseGeneratedClassHolder to public getDefinedClass(fullyQualifiedName String) : JDefinedClass from class org.androidannotations.AndroidAnnotationsEnvironment",definedClass,org.androidannotations.holder.BaseGeneratedClassHolder,org.androidannotations.AndroidAnnotationsEnvironment,https://github.com/androidannotations/androidannotations/commit/137a27d4279b9aa5423f93ffe33d7d1650dfeb73
4561,1,baomidou/mybatis-plus,"Move Method	protected dealEnumType(clazz Class<?>) : Optional<Field> from class com.baomidou.mybatisplus.extension.spring.MybatisSqlSessionFactoryBean to public dealEnumType(clazz Class<?>) : Optional<Field> from class com.baomidou.mybatisplus.extension.handlers.EnumAnnotationTypeHandler",dealEnumType,com.baomidou.mybatisplus.extension.spring.MybatisSqlSessionFactoryBean,com.baomidou.mybatisplus.extension.handlers.EnumAnnotationTypeHandler,https://github.com/baomidou/mybatis-plus/commit/e662f9ab4efe03c2b0ac2a7e7649ce0797995836
29798,2,CalebFenton/simplify,"Move And Rename Method	private removeDeadOps() : boolean from class org.cf.simplify.Optimizer to public perform() : boolean from class org.cf.simplify.strategy.DeadRemovalStrategy",removeDeadOps,org.cf.simplify.Optimizer,org.cf.simplify.strategy.DeadRemovalStrategy,https://github.com/CalebFenton/simplify/commit/d5c8b2b5a499fd21e59170fefcc2b69aef2afe63
2670,1,oracle/graal,"Move Method	private scanDirectory(debugContext DebugContext, root Path, includePatterns Pattern[], excludePatterns Pattern[]) : void from class com.oracle.svm.hosted.ResourcesFeature to private scanDirectory(root Path, collector ResourceCollector) : void from class com.oracle.svm.hosted.ClassLoaderSupportImpl",scanDirectory,com.oracle.svm.hosted.ResourcesFeature,com.oracle.svm.hosted.ClassLoaderSupportImpl,https///github.com/oracle/graal/commit/e88081e6b63d021b7522555eb37be374818aa405
26086,2,hibernate/hibernate-orm,"Move Method	public getNavigablePath() : NavigablePath from class org.hibernate.query.sqm.sql.internal.BasicValuedPathInterpretation to public getNavigablePath() : NavigablePath from class org.hibernate.query.sqm.sql.internal.SqmPathInterpretation",getNavigablePath,org.hibernate.query.sqm.sql.internal.BasicValuedPathInterpretation,org.hibernate.query.sqm.sql.internal.SqmPathInterpretation,https://github.com/hibernate/hibernate-orm/commit/5631a702a7ded27aa878c99365749f11fac6763c
5062,0,apache/hadoop,"Move Method	private toLogLong(timestamp long) : DeprecatedUTF8 from class org.apache.hadoop.hdfs.server.namenode.FSEditLog to private toLogLong(timestamp long) : DeprecatedUTF8 from class org.apache.hadoop.hdfs.server.namenode.FSEditLogOp",toLogLong,org.apache.hadoop.hdfs.server.namenode.FSEditLog,org.apache.hadoop.hdfs.server.namenode.FSEditLogOp,https://github.com/apache/hadoop/commit/438c32aaf9fb0c63f55044cf5ef1b2e0adcf7fea
18983,0,apache/shardingsphere,"Move Method	public getDefaultJdbcUrlProperties() : Properties from class org.apache.shardingsphere.infra.config.datasource.pool.creator.DataSourcePoolCreationMetaData to public getDefaultJdbcUrlProperties() : Properties from class org.apache.shardingsphere.infra.database.metadata.DataSourceMetaData",getDefaultJdbcUrlProperties,org.apache.shardingsphere.infra.config.datasource.pool.creator.DataSourcePoolCreationMetaData,org.apache.shardingsphere.infra.database.metadata.DataSourceMetaData,https://github.com/apache/shardingsphere/commit/d68f0908593e553b1735c67e609cbfc2eac25927
13503,1,apache/ignite,"Move Method	private beginAllCheckpoints(allowToReplace IgniteInternalFuture) : IgniteBiTuple<Collection<GridMultiCollectionWrapper<FullPageId>>,Integer> from class org.apache.ignite.internal.processors.cache.persistence.GridCacheDatabaseSharedManager.Checkpointer to private beginAllCheckpoints(allowToReplace IgniteInternalFuture<?>) : CheckpointPagesInfoHolder from class org.apache.ignite.internal.processors.cache.persistence.GridCacheDatabaseSharedManager",beginAllCheckpoints,org.apache.ignite.internal.processors.cache.persistence.GridCacheDatabaseSharedManager.Checkpointer,org.apache.ignite.internal.processors.cache.persistence.GridCacheDatabaseSharedManager,https://github.com/apache/ignite/commit/2261487c8504fd5d00d1f624c43b95c45f7c05b4
27760,2,vavr-io/vavr,"Move Method	public shouldZipNilWithIndex() : void from class javaslang.collection.AbstractSeqTest to public shouldZipNilWithIndex() : void from class javaslang.collection.AbstractTraversableTest",shouldZipNilWithIndex,javaslang.collection.AbstractSeqTest,javaslang.collection.AbstractTraversableTest,https://github.com/vavr-io/vavr/commit/4afff2d612aa154d1e3e98424478256525befc0c
23401,2,apache/cassandra,"Move And Rename Method	public add(sstables Iterable<SSTableReader>) : void from class org.apache.cassandra.io.sstable.SSTableTracker to public addSSTables(sstables Collection<SSTableReader>) : void from class org.apache.cassandra.db.DataTracker",add,org.apache.cassandra.io.sstable.SSTableTracker,org.apache.cassandra.db.DataTracker,https://github.com/apache/cassandra/commit/2287fe0044117592a38bb07f06672b3a9211d38a
23716,2,SonarSource/sonarqube,"Move Method	public buildLikeValue(value String, wildcardPosition WildcardPosition) : String from class org.sonar.db.dialect.AbstractDialect to public buildLikeValue(value String, wildcardPosition WildcardPosition) : String from class org.sonar.db.DatabaseUtils",buildLikeValue,org.sonar.db.dialect.AbstractDialect,org.sonar.db.DatabaseUtils,https://github.com/SonarSource/sonarqube/commit/2b702eaff6c12860cbfe38699affb206ae0c03a2
1362,1,dbeaver/dbeaver,"Move Method	public getHomeBinary(home DBPClientHome, binFolder String, binName String) : File from class org.jkiss.dbeaver.model.DBUtils to public getHomeBinary(home DBPClientHome, binFolder String, binName String) : File from class org.jkiss.dbeaver.utils.RuntimeUtils",getHomeBinary,org.jkiss.dbeaver.model.DBUtils,org.jkiss.dbeaver.utils.RuntimeUtils,https://github.com/dbeaver/dbeaver/commit/afe2cf4ead895ba1026e365d3179af03a923cdab
13575,1,apache/ignite,"Move Method	private processClientReconnectMessage(msg TcpDiscoveryClientReconnectMessage) : void from class org.apache.ignite.spi.discovery.tcp.ServerImpl.RingMessageWorker to private processClientReconnectMessage(msg TcpDiscoveryClientReconnectMessage) : void from class org.apache.ignite.spi.discovery.tcp.ServerImpl.SocketReader",processClientReconnectMessage,org.apache.ignite.spi.discovery.tcp.ServerImpl.RingMessageWorker,org.apache.ignite.spi.discovery.tcp.ServerImpl.SocketReader,https://github.com/apache/ignite/commit/56a63f80d1181e53a3e2a4c4f88e42226bbac86e
16052,2,ReactiveX/RxJava,"Move And Rename Method	package completeMain() : void from class io.reactivex.internal.operators.observable.ObservableSampleWithObservable.SampleMainEmitLast to package completion() : void from class io.reactivex.internal.operators.flowable.FlowableSamplePublisher.SampleMainEmitLast",completeMain,io.reactivex.internal.operators.observable.ObservableSampleWithObservable.SampleMainEmitLast,io.reactivex.internal.operators.flowable.FlowableSamplePublisher.SampleMainEmitLast,https://github.com/ReactiveX/RxJava/commit/b95e3dc2629d9eb1cda099d2fd061f9202f8fb5f
30317,2,vespa-engine/vespa,"Move Method	public toString() : String from class com.yahoo.tensor.functions.Join to public toString(context ToStringContext) : String from class com.yahoo.tensor.functions.Map",toString,com.yahoo.tensor.functions.Join,com.yahoo.tensor.functions.Map,https://github.com/vespa-engine/vespa/commit/2f55986b4de9420e5728c5abbaafb69fb2f10a34
22807,2,facebook/buck,"Move Method	private addXcodeSelectProcess(processMap Map<ProcessExecutorParams,FakeProcess>, xcodeSelectPath String) : void from class com.facebook.buck.core.rules.knowntypes.KnownRuleTypesTest to private addXcodeSelectProcess(processMap Map<ProcessExecutorParams,FakeProcess>, xcodeSelectPath String) : void from class com.facebook.buck.core.rules.knowntypes.KnownBuildRuleTypesTestUtil",addXcodeSelectProcess,com.facebook.buck.core.rules.knowntypes.KnownRuleTypesTest,com.facebook.buck.core.rules.knowntypes.KnownBuildRuleTypesTestUtil,https://github.com/facebook/buck/commit/e48e3cdb6cf158e170cfe963e41f0b4f46e48d98
25242,1,datahub-project/datahub,"Move Method	protected toDatasetUrn(key DatasetKey) : DatasetUrn from class com.linkedin.common.client.DatasetsClient to private toDatasetUrn(key DatasetKey) : DatasetUrn from class com.linkedin.dataset.client.Datasets",toDatasetUrn,com.linkedin.common.client.DatasetsClient,com.linkedin.dataset.client.Datasets,https://github.com/datahub-project/datahub/commit/39cab54b70ba4640d84b5585f4cde1575bf510cf
3007,1,oracle/graal,"Move Method	public getByteAlignment(type Type) : int from class com.oracle.truffle.llvm.parser.LLVMParserRuntime to public getByteAlignment(type Type) : int from class com.oracle.truffle.llvm.runtime.LLVMContext",getByteAlignment,com.oracle.truffle.llvm.parser.LLVMParserRuntime,com.oracle.truffle.llvm.runtime.LLVMContext,https///github.com/oracle/graal/commit/692c3ea27925f5c8a701393a4d1d359b926fba63
14950,0,querydsl/querydsl,"Move Method	public contains(str Expr<String>) : EBoolean from class com.mysema.query.grammar.types.ExtTypes.ExtString to public contains(str Expr<String>) : EBoolean from class com.mysema.query.grammar.types.Expr.EString",contains,com.mysema.query.grammar.types.ExtTypes.ExtString,com.mysema.query.grammar.types.Expr.EString,https://github.com/querydsl/querydsl/commit/c799ac610754bdf5d27b330dbda44e261370215e
11075,1,opensearch-project/OpenSearch,"Move Method	package blobNameFromUri(uri URI) : String from class org.opensearch.repositories.azure.AzureStorageService to private blobNameFromUri(uri URI) : String from class org.opensearch.repositories.azure.AzureStorageServiceTests",blobNameFromUri,org.opensearch.repositories.azure.AzureStorageService,org.opensearch.repositories.azure.AzureStorageServiceTests,https://github.com/opensearch-project/OpenSearch/commit/9612fe80b5f714325f22a86c8ca3ea1386081fe8
25035,2,apache/beam,"Move Method	protected getKindString() : String from class com.google.cloud.dataflow.sdk.io.AvroIO.Write.Bound to protected getKindString() : String from class com.google.cloud.dataflow.sdk.runners.DataflowPipelineRunner.StreamingWrite",getKindString,com.google.cloud.dataflow.sdk.io.AvroIO.Write.Bound,com.google.cloud.dataflow.sdk.runners.DataflowPipelineRunner.StreamingWrite,https://github.com/apache/beam/commit/3e846b5aa42651f8536ccad90c5d539237b05831
6114,1,quarkusio/quarkus,"Move Method	private setEventBusOptions(options VertxOptions) : void from class io.quarkus.vertx.runtime.VertxProducer to private setEventBusOptions(conf VertxConfiguration, options VertxOptions) : void from class io.quarkus.vertx.runtime.VertxTemplate",setEventBusOptions,io.quarkus.vertx.runtime.VertxProducer,io.quarkus.vertx.runtime.VertxTemplate,https://github.com/quarkusio/quarkus/commit/b5845f0548ff0e72bc884d8cee9cc7675ca01ba5
14259,1,oblac/jodd,"Move And Rename Method	protected calculatePosition(tag Tag) : LagartoLexer.Position from class jodd.lagarto.dom.LagartoDOMBuilder to public calculateTagPosition() : LagartoLexer.Position from class jodd.lagarto.ParsedTag",calculatePosition,jodd.lagarto.dom.LagartoDOMBuilder,jodd.lagarto.ParsedTag,https://github.com/oblac/jodd/commit/47ec583a73a21b25cf1ff3189aacae009e00e110
4073,1,eclipse-vertx/vert.x,"Move Method	private sendError(err CharSequence, status HttpResponseStatus, ch Channel) : void from class io.vertx.core.http.impl.HttpServerImpl.ServerHandler to private sendError(err CharSequence, status HttpResponseStatus, ch Channel) : void from class io.vertx.core.http.impl.HttpServerImpl",sendError,io.vertx.core.http.impl.HttpServerImpl.ServerHandler,io.vertx.core.http.impl.HttpServerImpl,https://github.com/eclipse-vertx/vert.x/commit/b1ec8e50bca41f735abb238c8f28fe497c6acc50
2825,1,oracle/graal,"Move Method	public filterFlow(bb BigBang) : FieldFilterTypeFlow from class com.oracle.graal.pointsto.typestore.FieldTypeStore to public filterFlow(bb BigBang) : FieldFilterTypeFlow from class com.oracle.graal.pointsto.flow.FieldTypeFlow",filterFlow,com.oracle.graal.pointsto.typestore.FieldTypeStore,com.oracle.graal.pointsto.flow.FieldTypeFlow,https///github.com/oracle/graal/commit/f46bc6d5c063229e094319d39e7e166b170f2c07
5219,1,keycloak/keycloak,"Move And Rename Method	protected migrateAndBootstrap() : ExportImportManager from class org.keycloak.QuarkusKeycloakApplication to protected createMasterRealm(exportImportManager ExportImportManager) : ExportImportManager from class org.keycloak.connections.jpa.QuarkusJpaConnectionProviderFactory",migrateAndBootstrap,org.keycloak.QuarkusKeycloakApplication,org.keycloak.connections.jpa.QuarkusJpaConnectionProviderFactory,https://github.com/keycloak/keycloak/commit/f15821fe69c4f7e9c22c63dd7191c69e77702b58
24306,2,Graylog2/graylog2-server,"Move And Rename Method	public testLoadExisitingDocument() : void from class org.graylog2.alarmcallbacks.AlarmCallbackConfigurationServiceImplTest to public testLoadExistingDocument() : void from class org.graylog2.alarmcallbacks.AlarmCallbackConfigurationServiceMJImplTest",testLoadExisitingDocument,org.graylog2.alarmcallbacks.AlarmCallbackConfigurationServiceImplTest,org.graylog2.alarmcallbacks.AlarmCallbackConfigurationServiceMJImplTest,https://github.com/Graylog2/graylog2-server/commit/af70580fa51bcd4d1e10d34280c48983e97c37c5
25676,2,junit-team/junit5,"Move Method	package isFailure(throwable Optional<Throwable>) : boolean from class org.junit.platform.console.tasks.XmlReportData to private isFailure(result TestExecutionResult) : boolean from class org.junit.platform.reporting.xml.XmlReportWriter",isFailure,org.junit.platform.console.tasks.XmlReportData,org.junit.platform.reporting.xml.XmlReportWriter,https://github.com/junit-team/junit5/commit/fe72701e89faa0d3a517477e623f74f5a0c2fa8f
11490,1,opensearch-project/OpenSearch,"Move Method	private getLevels(treeLevels int, precisionInMeters double, defaultLevels int, geoHash boolean) : int from class org.elasticsearch.index.mapper.geo.GeoShapeFieldMapper.Builder to private getLevels(treeLevels int, precisionInMeters double, defaultLevels int, geoHash boolean) : int from class org.elasticsearch.index.mapper.geo.GeoShapeFieldMapper.GeoShapeFieldType",getLevels,org.elasticsearch.index.mapper.geo.GeoShapeFieldMapper.Builder,org.elasticsearch.index.mapper.geo.GeoShapeFieldMapper.GeoShapeFieldType,https://github.com/opensearch-project/OpenSearch/commit/0ef5a27556670645c54f93b1dd37e895ea3b7c38
12055,0,apache/groovy,"Move Method	public isPrimitiveLong(type ClassNode) : boolean from class org.codehaus.groovy.classgen.asm.util.TypeUtil to public isPrimitiveLong(type ClassNode) : boolean from class org.codehaus.groovy.ast.ClassHelper",isPrimitiveLong,org.codehaus.groovy.classgen.asm.util.TypeUtil,org.codehaus.groovy.ast.ClassHelper,https://github.com/apache/groovy/commit/200c0eaf4c477201429fc7dbc30557952eaa54da
6588,1,stanfordnlp/CoreNLP,"Move Method	private getHeadFinder(props Properties) : HeadFinder from class edu.stanford.nlp.pipeline.MentionAnnotator to public getHeadFinder(props Properties) : HeadFinder from class edu.stanford.nlp.coref.CorefProperties",getHeadFinder,edu.stanford.nlp.pipeline.MentionAnnotator,edu.stanford.nlp.coref.CorefProperties,https://github.com/stanfordnlp/CoreNLP/commit/0caa224ddbf1a15b30329cbb32ad6e35094984f9
7251,1,apache/dolphinscheduler,"Move Method	private readWholeFileContent(filePath String) : String from class org.apache.dolphinscheduler.server.log.LoggerRequestProcessor to public readWholeFileContent(filePath String) : String from class org.apache.dolphinscheduler.common.utils.LoggerUtils",readWholeFileContent,org.apache.dolphinscheduler.server.log.LoggerRequestProcessor,org.apache.dolphinscheduler.common.utils.LoggerUtils,https://github.com/apache/dolphinscheduler/commit/ea6b1de120cd438b7611b966d396164dec421cbb
4489,1,openjdk/jdk,"Move Method	package followLinks(options LinkOption...) : boolean from class sun.nio.fs.UnixFileSystemProvider to package followLinks(options LinkOption...) : boolean from class sun.nio.fs.Util",followLinks,sun.nio.fs.UnixFileSystemProvider,sun.nio.fs.Util,https://github.com/openjdk/jdk/commit/fba270080e9a75f1fca8c7844fd27b463d1a5465
1073,1,NationalSecurityAgency/ghidra,"Move Method	public createScaledImage(image Image, width int, height int, hints int) : Image from class resources.ResourceManager to public createScaledImage(image Image, width int, height int, hints int) : Image from class generic.util.image.ImageUtils",createScaledImage,resources.ResourceManager,generic.util.image.ImageUtils,https://github.com/NationalSecurityAgency/ghidra/commit/286c25137f8450078438bf443073df615953fe1c
10459,1,trinodb/trino,"Move Method	private computedStdDev(sumSquared double, sum double, n long) : double from class com.facebook.presto.sql.planner.planPrinter.PlanPrinter to private computedStdDev(sumSquared double, sum double, n long) : double from class com.facebook.presto.sql.planner.planPrinter.PlanPrinter.PlanNodeStats",computedStdDev,com.facebook.presto.sql.planner.planPrinter.PlanPrinter,com.facebook.presto.sql.planner.planPrinter.PlanPrinter.PlanNodeStats,https///github.com/trinodb/trino/commit/25e8ba38d7b392eef0503a15616dc20e640e02b2
1089,1,Blankj/AndroidUtilCode,"Move And Rename Method	private millis2Unit(millis long, unit TimeUnit) : long from class com.blankj.utilcode.utils.TimeUtils to public millis2TimeSpan(millis long, unit ConstUtils.TimeUnit) : long from class com.blankj.utilcode.utils.ConvertUtils",millis2Unit,com.blankj.utilcode.utils.TimeUtils,com.blankj.utilcode.utils.ConvertUtils,https://github.com/Blankj/AndroidUtilCode/commit/2578d84dcf6cd1840cfcb480d33297edfbf6053a
308,1,elastic/elasticsearch,"Move Method	private randomConfiguration() : Configuration from class org.elasticsearch.xpack.sql.expression.function.FunctionRegistryTests to public randomConfiguration() : Configuration from class org.elasticsearch.xpack.sql.TestUtils",randomConfiguration,org.elasticsearch.xpack.sql.expression.function.FunctionRegistryTests,org.elasticsearch.xpack.sql.TestUtils,https://github.com/elastic/elasticsearch/commit/29abbb8a590cdf4f9e0c0b447d6694bb7223648e
4004,1,prestodb/presto,"Move Method	private isNumber(type Class<?>) : boolean from class com.facebook.presto.sql.gen.ExpressionCompiler.Visitor to private isNumber(type Class<?>) : boolean from class com.facebook.presto.sql.gen.ExpressionCompiler",isNumber,com.facebook.presto.sql.gen.ExpressionCompiler.Visitor,com.facebook.presto.sql.gen.ExpressionCompiler,https://github.com/prestodb/presto/commit/852463caacb286c0324bf5cd9b1f9a418389b5e0
19790,0,openjdk/jdk,"Move And Rename Method	public createCheckboxMenuItem(target CheckboxMenuItem) : CheckboxMenuItemPeer from class sun.awt.HeadlessToolkit to public createDesktopPeer(target Desktop) : DesktopPeer from class sun.awt.ComponentFactory",createCheckboxMenuItem,sun.awt.HeadlessToolkit,sun.awt.ComponentFactory,https://github.com/openjdk/jdk/commit/66344453554bb8493daa30467499299564d42570
21303,1,neo4j/neo4j,"Move Method	public reservePropertyKeyTokenId() : int from class org.neo4j.storageengine.api.StorageReader to public reservePropertyKeyTokenId() : int from class org.neo4j.storageengine.api.CommandCreationContext",reservePropertyKeyTokenId,org.neo4j.storageengine.api.StorageReader,org.neo4j.storageengine.api.CommandCreationContext,https://github.com/neo4j/neo4j/commit/8f461c238f7c03abe0ac45ab321edc52cfd46024
30090,2,vespa-engine/vespa,"Move Method	private createHttp2Client(driver JettyTestDriver) : CloseableHttpAsyncClient from class com.yahoo.jdisc.http.server.jetty.HttpServerTest to package createHttp2Client(driver JettyTestDriver) : CloseableHttpAsyncClient from class com.yahoo.jdisc.http.server.jetty.Utils",createHttp2Client,com.yahoo.jdisc.http.server.jetty.HttpServerTest,com.yahoo.jdisc.http.server.jetty.Utils,https://github.com/vespa-engine/vespa/commit/adeadc8f1561bb7e6c144afe72ee05fe793c9c63
14113,1,dreamhead/moco,"Move Method	private listener(fileRunner FileRunner) : Function<File,Void> from class com.github.dreamhead.moco.runner.watcher.AbstractWatcherFactory to private listener(fileRunner FileRunner) : Function<File,Void> from class com.github.dreamhead.moco.runner.watcher.WatcherFactory",listener,com.github.dreamhead.moco.runner.watcher.AbstractWatcherFactory,com.github.dreamhead.moco.runner.watcher.WatcherFactory,https://github.com/dreamhead/moco/commit/21054e139a16285a325caa4694b9abf02b6259ab
3777,1,Anuken/Mindustry,"Move Method	public runWave() : void from class io.anuke.mindustry.GameState to package runWave() : void from class io.anuke.mindustry.Control",runWave,io.anuke.mindustry.GameState,io.anuke.mindustry.Control,https://github.com/Anuken/Mindustry/commit/c3712d6f787c56f4d5831c8bb59ed99e18586094
3597,1,apache/shardingsphere,"Move Method	private refreshTableMetaData() : void from class io.shardingsphere.shardingjdbc.jdbc.core.statement.ShardingPreparedStatement to protected refreshTableMetaData(connection ShardingConnection, routeResult SQLRouteResult) : void from class io.shardingsphere.shardingjdbc.jdbc.adapter.AbstractStatementAdapter",refreshTableMetaData,io.shardingsphere.shardingjdbc.jdbc.core.statement.ShardingPreparedStatement,io.shardingsphere.shardingjdbc.jdbc.adapter.AbstractStatementAdapter,https://github.com/apache/shardingsphere/commit/e8a05fa422b6bcf2fc75a9d1b78456bc663d53c4
2225,0,apache/flink,"Move Method	public maxBy(positionToMaxBy int) : SingleOutputStreamOperator<OUT,?> from class org.apache.flink.streaming.api.datastream.DataStream to public maxBy(positionToMaxBy String) : SingleOutputStreamOperator<OUT,?> from class org.apache.flink.streaming.api.datastream.GroupedDataStream",maxBy,org.apache.flink.streaming.api.datastream.DataStream,org.apache.flink.streaming.api.datastream.GroupedDataStream,https://github.com/apache/flink/commit/3f3b17eb01628b6edc63bcf7c12664904634e402
28626,2,kiegroup/drools,"Move Method	public evaluateDecision(decisionName String, context DMNContext) : DMNResult from class org.kie.dmn.core.impl.DMNModelImpl to public evaluateDecision(model DMNModel, decisionName String, context DMNContext) : DMNResult from class org.kie.dmn.core.impl.DMNRuntimeImpl",evaluateDecision,org.kie.dmn.core.impl.DMNModelImpl,org.kie.dmn.core.impl.DMNRuntimeImpl,https://github.com/kiegroup/drools/commit/c4489be7b3c29b4685f834f6eec6b01a847c9cc1
5898,0,neo4j/neo4j,"Move And Rename Method	public getProperty(key String) : Serializable from class org.neo4j.shell.impl.AbstractServer to public get(key String) : Object from class org.neo4j.shell.Session",getProperty,org.neo4j.shell.impl.AbstractServer,org.neo4j.shell.Session,https://github.com/neo4j/neo4j/commit/995efe95dfaee0ae1a353c968ebdccbddfd63cd5
